step,time_s,vx_cmd,vy_cmd,yaw_cmd,vx_actual,vy_actual,yaw_actual,fell,episode_steps,policy,delay_steps,delay_ms,seed,lin_vel_x,lin_vel_y,task
0,0.0,0.800000011920929,0.30000001192092896,0.2152717113494873,0.5671578645706177,-0.36684563755989075,-1.498332142829895,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
1,0.02,0.800000011920929,0.30000001192092896,0.2278742790222168,0.6142797470092773,-0.3141811490058899,-1.643301248550415,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
2,0.04,0.800000011920929,0.30000001192092896,0.2420649528503418,0.6560052037239075,-0.2896786034107208,-1.6462972164154053,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
3,0.06,0.800000011920929,0.30000001192092896,0.2514575719833374,0.6817954778671265,-0.28524139523506165,-0.14223894476890564,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
4,0.08,0.800000011920929,0.30000001192092896,0.25339388847351074,0.6131471395492554,-0.20454338192939758,0.3732512891292572,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
5,0.1,0.800000011920929,0.30000001192092896,0.2484738826751709,0.5704109072685242,-0.22422930598258972,0.900310218334198,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
6,0.12,0.800000011920929,0.30000001192092896,0.24499011039733887,0.5254517197608948,-0.24060620367527008,0.805323600769043,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
7,0.14,0.800000011920929,0.30000001192092896,0.24475061893463135,0.5212988257408142,-0.336140513420105,-0.2275410145521164,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
8,0.16,0.800000011920929,0.30000001192092896,0.2516317367553711,0.6168021559715271,-0.43534204363822937,-0.4140186607837677,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
9,0.18,0.800000011920929,0.30000001192092896,0.2525256872177124,0.6651442050933838,-0.4665187895298004,0.23942649364471436,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
10,0.2,0.800000011920929,0.30000001192092896,0.25147688388824463,0.708544135093689,-0.5096681118011475,0.314624160528183,0,2000,v2a_u08,0,0,42,0.8,0.3,walk_queue_ablation
