step,time_s,vx_cmd,vy_cmd,yaw_cmd,vx_actual,vy_actual,yaw_actual,fell,episode_steps,policy,delay_steps,delay_ms,seed,lin_vel_x,lin_vel_y,task
0,0.0,0.0,0.4000000059604645,0.21474993228912354,0.592289388179779,-0.37002211809158325,-1.4771255254745483,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
1,0.02,0.0,0.4000000059604645,0.22704219818115234,0.6334255337715149,-0.3176957070827484,-1.5525362491607666,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
2,0.04,0.0,0.4000000059604645,0.24015390872955322,0.6586014628410339,-0.297007292509079,-1.4834439754486084,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
3,0.06,0.0,0.4000000059604645,0.24773383140563965,0.6715981364250183,-0.2952670156955719,0.046512022614479065,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
4,0.08,0.0,0.4000000059604645,0.2481013536453247,0.6108848452568054,-0.18808870017528534,0.7408362627029419,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
5,0.1,0.0,0.4000000059604645,0.24184393882751465,0.5668159127235413,-0.21702395379543304,0.9156602621078491,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
6,0.12,0.0,0.4000000059604645,0.23722398281097412,0.5224783420562744,-0.23321418464183807,0.885144829750061,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
7,0.14,0.0,0.4000000059604645,0.24023783206939697,0.5562998056411743,-0.3729371726512909,-0.6280512809753418,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
8,0.16,0.0,0.4000000059604645,0.24460053443908691,0.5934780240058899,-0.3803744912147522,-0.053110405802726746,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
9,0.18,0.0,0.4000000059604645,0.24542701244354248,0.6342236399650574,-0.42150190472602844,0.1720646768808365,0,2000,v2a_u08,0,0,42,0.0,0.4,walk_queue_ablation
