step,time_s,vx_cmd,vy_cmd,yaw_cmd,vx_actual,vy_actual,yaw_actual,fell,episode_steps,policy,delay_steps,delay_ms,seed,lin_vel_x,lin_vel_y,task
0,0.0,1.0,0.0,-1.036807894706726,0.21711595356464386,-0.40966281294822693,0.5814534425735474,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
1,0.02,1.0,0.0,-1.0434657335281372,0.15585647523403168,-0.4409131705760956,0.8359399437904358,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
2,0.04,1.0,0.0,-1.0534651279449463,0.10893864929676056,-0.44716688990592957,1.0689849853515625,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
3,0.06,1.0,0.0,-1.06067955493927,0.047222670167684555,-0.3953261077404022,0.13874518871307373,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
4,0.08,1.0,0.0,-1.0646758079528809,0.019911862909793854,-0.35550656914711,0.607676088809967,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
5,0.1,1.0,0.0,-1.0662096738815308,0.026590464636683464,-0.3829539716243744,0.030809130519628525,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
6,0.12,1.0,0.0,-1.061912178993225,0.06994733959436417,-0.49118345975875854,-0.40502434968948364,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
7,0.14,1.0,0.0,-1.0546472072601318,0.1292201429605484,-0.5405236482620239,-0.5323914289474487,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
8,0.16,1.0,0.0,-1.0469629764556885,0.1668008416891098,-0.586003303527832,-0.4062625467777252,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
9,0.18,1.0,0.0,-1.0403597354888916,0.21993213891983032,-0.6272504329681396,-0.36913034319877625,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
10,0.2,1.0,0.0,-1.0357342958450317,0.26159805059432983,-0.6541087031364441,-0.21822386980056763,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
11,0.22,1.0,0.0,-1.0334322452545166,0.26035788655281067,-0.683436393737793,0.1324307918548584,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
12,0.24,1.0,0.0,-1.0332624912261963,0.2825677990913391,-0.6969302296638489,0.015293662436306477,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
13,0.26,1.0,0.0,-1.032300353050232,0.3372149169445038,-0.700215220451355,-0.18901073932647705,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
14,0.28,1.0,0.0,-1.0303374528884888,0.39651840925216675,-0.7039565443992615,-0.29806265234947205,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
15,0.3,1.0,0.0,-1.0268535614013672,0.43303051590919495,-0.7221208810806274,-0.5105968713760376,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
16,0.32,1.0,0.0,-1.021259069442749,0.45778387784957886,-0.7449008822441101,-0.9073729515075684,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
17,0.34,1.0,0.0,-1.0108166933059692,0.4916312098503113,-0.7808641791343689,-1.4552147388458252,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
18,0.36,1.0,0.0,-0.9987367987632751,0.5367420315742493,-0.8159412145614624,-1.538379192352295,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
19,0.38,1.0,0.0,-0.9875117540359497,0.5622290372848511,-0.8686361908912659,-1.265962839126587,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
20,0.4,1.0,0.0,-0.9750403165817261,0.4982924163341522,-0.809649646282196,-1.1948596239089966,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
21,0.42,1.0,0.0,-0.9698495268821716,0.46644243597984314,-0.6362684369087219,-0.003979231230914593,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
22,0.44,1.0,0.0,-0.9717451333999634,0.4451008141040802,-0.5015295743942261,0.2488761842250824,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
23,0.46,1.0,0.0,-0.9711428284645081,0.45920059084892273,-0.4559367895126343,-0.4065479040145874,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
24,0.48,1.0,0.0,-0.9654391407966614,0.48681560158729553,-0.4066801965236664,-0.7646337747573853,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
25,0.5,1.0,0.0,-0.9588630199432373,0.5138834118843079,-0.38438892364501953,-0.6786630153656006,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
26,0.52,1.0,0.0,-0.9554364085197449,0.5239017605781555,-0.3570747673511505,-0.3600989580154419,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
27,0.54,1.0,0.0,-0.9553383588790894,0.5283333659172058,-0.3275761306285858,-0.04787624254822731,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
28,0.56,1.0,0.0,-0.9596953392028809,0.5119653940200806,-0.29311123490333557,0.3670615553855896,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
29,0.58,1.0,0.0,-0.9657492637634277,0.4921616315841675,-0.2616422176361084,0.3596873879432678,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
30,0.6,1.0,0.0,-0.9704045057296753,0.49005478620529175,-0.23996983468532562,0.23072457313537598,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
31,0.62,1.0,0.0,-0.9741590023040771,0.4876651465892792,-0.20987242460250854,0.09252910315990448,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
32,0.64,1.0,0.0,-0.9758838415145874,0.4934234619140625,-0.18416163325309753,-0.09259336441755295,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
33,0.66,1.0,0.0,-0.975456178188324,0.512293815612793,-0.16584129631519318,-0.23771226406097412,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
34,0.68,1.0,0.0,-0.9733258485794067,0.5383114218711853,-0.15304327011108398,-0.3149789869785309,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
35,0.7000000000000001,1.0,0.0,-0.970352053642273,0.568127453327179,-0.13981600105762482,-0.32870808243751526,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
36,0.72,1.0,0.0,-0.9668698906898499,0.6006240248680115,-0.12491974234580994,-0.3393358588218689,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
37,0.74,1.0,0.0,-0.9630692601203918,0.6358245015144348,-0.10860168933868408,-0.313539981842041,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
38,0.76,1.0,0.0,-0.9590577483177185,0.6675769686698914,-0.0892430916428566,-0.31701532006263733,0,2000,comp,2,40,42,1.0,0.0,walk_delay_comp
