step,time_s,vx_cmd,vy_cmd,yaw_cmd,vx_actual,vy_actual,yaw_actual,fell,episode_steps,policy,delay_steps,delay_ms,seed,lin_vel_x,lin_vel_y,task
0,0.0,1.0,0.0,-1.0261290073394775,0.20812943577766418,-0.42459630966186523,-1.0191771984100342,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
1,0.02,1.0,0.0,-1.0118305683135986,0.20725464820861816,-0.4311988651752472,-1.385155200958252,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
2,0.04,1.0,0.0,-1.0039669275283813,0.17937347292900085,-0.43787866830825806,-0.3515714108943939,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
3,0.06,1.0,0.0,-1.0029298067092896,0.14356578886508942,-0.42803171277046204,-0.31012243032455444,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
4,0.08,1.0,0.0,-1.0023236274719238,0.0896817222237587,-0.3824915885925293,-0.0775347426533699,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
5,0.1,1.0,0.0,-1.000404715538025,-0.07386621832847595,-0.27451252937316895,0.2316872775554657,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
6,0.12,1.0,0.0,-1.0028157234191895,-0.11729959398508072,-0.3427330255508423,0.8183037042617798,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
7,0.14,1.0,0.0,-1.0098674297332764,-0.12777361273765564,-0.3893222510814667,0.8777944445610046,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
8,0.16,1.0,0.0,-1.0112643241882324,-0.07063892483711243,-0.44771894812583923,-0.26338955760002136,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
9,0.18,1.0,0.0,-1.0020368099212646,0.01960091106593609,-0.4736585021018982,-1.3330131769180298,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
10,0.2,1.0,0.0,-0.9885736703872681,0.10700251162052155,-0.4925999939441681,-1.283534288406372,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
11,0.22,1.0,0.0,-0.9769729375839233,0.19637274742126465,-0.5293092727661133,-0.9813674688339233,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
12,0.24,1.0,0.0,-0.9706465005874634,0.24437539279460907,-0.5588517189025879,-0.4720899760723114,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
13,0.26,1.0,0.0,-0.9676624536514282,0.2874967157840729,-0.6011145710945129,-0.17796476185321808,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
14,0.28,1.0,0.0,-0.9695700407028198,0.32260414958000183,-0.6361939311027527,0.43451544642448425,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
15,0.3,1.0,0.0,-0.9777783751487732,0.3453919589519501,-0.6652045249938965,0.9152358174324036,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
16,0.32,1.0,0.0,-0.9840887784957886,0.3808819055557251,-0.7208389043807983,0.26895999908447266,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
17,0.34,1.0,0.0,-0.9856106042861938,0.40248817205429077,-0.7540671229362488,-0.29427075386047363,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
18,0.36,1.0,0.0,-0.9842478632926941,0.41563931107521057,-0.7930431365966797,-0.403484046459198,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
19,0.38,1.0,0.0,-0.9825378060340881,0.43143758177757263,-0.8314858675003052,-0.29162707924842834,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
20,0.4,1.0,0.0,-0.981520414352417,0.4414219260215759,-0.8790422081947327,-0.22475701570510864,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
21,0.42,1.0,0.0,-0.9795870780944824,0.3678695559501648,-0.8117547631263733,0.11898155510425568,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
22,0.44,1.0,0.0,-0.9857701063156128,0.3380487561225891,-0.6942207217216492,0.9106555581092834,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
23,0.46,1.0,0.0,-0.9956954717636108,0.3088838458061218,-0.5565141439437866,1.0849486589431763,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
24,0.48,1.0,0.0,-1.0042192935943604,0.30457329750061035,-0.45580992102622986,0.654366672039032,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
25,0.5,1.0,0.0,-1.0067048072814941,0.3347829282283783,-0.4144456386566162,-0.16739153861999512,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
26,0.52,1.0,0.0,-1.0008306503295898,0.3655672073364258,-0.4128968119621277,-1.2060768604278564,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
27,0.54,1.0,0.0,-0.9912253022193909,0.37302127480506897,-0.40047675371170044,-1.3134502172470093,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
28,0.56,1.0,0.0,-0.9826774597167969,0.3559938371181488,-0.3753318786621094,-1.054308533668518,0,2000,history20,4,80,42,1.0,0.0,walk_history_ablation
